19:46:24,1,"Broomhill, Whitmore",64,2020-02-16 20:50:24.448839
19:46:24,U1,Queen's Avenue,80,2020-02-16 21:06:24.450297

19:46:33,1,"Broomhill, Whitmore",7,2020-02-16 19:53:33.666286
19:46:33,U1,Queen's Avenue,20,2020-02-16 20:06:33.668329
19:46:33,4,"Broadmead, Union St",23,2020-02-16 20:09:33.668382
19:46:33,2,"Stockwood, The Coot",25,2020-02-16 20:11:33.668428
19:46:33,1,"Broomhill, Whitmore",36,2020-02-16 20:22:33.668473
19:46:33,U1,Queen's Avenue,50,2020-02-16 20:36:33.670448
19:46:33,2,"Stockwood, The Coot",54,2020-02-16 20:40:33.670496
19:46:33,3,"Broadmead, Union St",58,2020-02-16 20:44:33.670541
19:46:33,1,"Broomhill, Whitmore",64,2020-02-16 20:50:33.670585
19:46:33,U1,Queen's Avenue,80,2020-02-16 21:06:33.672802

19:46:49,1,"Broomhill, Whitmore",7,2020-02-16 19:53:49.444761
19:46:49,U1,Queen's Avenue,20,2020-02-16 20:06:49.446240
19:46:49,4,"Broadmead, Union St",23,2020-02-16 20:09:49.446279
19:46:49,2,"Stockwood, The Coot",25,2020-02-16 20:11:49.446309
19:46:49,1,"Broomhill, Whitmore",36,2020-02-16 20:22:49.446338
19:46:49,U1,Queen's Avenue,50,2020-02-16 20:36:49.447777
19:46:49,2,"Stockwood, The Coot",54,2020-02-16 20:40:49.447807
19:46:49,3,"Broadmead, Union St",58,2020-02-16 20:44:49.447837
19:46:49,1,"Broomhill, Whitmore",64,2020-02-16 20:50:49.447865
19:46:49,U1,Queen's Avenue,80,2020-02-16 21:06:49.449405

19:47:15,1,"Broomhill, Whitmore",6,2020-02-16 19:53:15.343099
19:47:15,U1,Queen's Avenue,19,2020-02-16 20:06:15.345171
19:47:15,4,"Broadmead, Union St",22,2020-02-16 20:09:15.345221
19:47:15,2,"Stockwood, The Coot",24,2020-02-16 20:11:15.345265
19:47:15,1,"Broomhill, Whitmore",35,2020-02-16 20:22:15.345307
19:47:15,U1,Queen's Avenue,49,2020-02-16 20:36:15.347044
19:47:15,2,"Stockwood, The Coot",53,2020-02-16 20:40:15.347085
19:47:15,3,"Broadmead, Union St",57,2020-02-16 20:44:15.347122
19:47:15,1,"Broomhill, Whitmore",63,2020-02-16 20:50:15.347158
19:47:15,U1,Queen's Avenue,79,2020-02-16 21:06:15.348654

19:47:34,1,"Broomhill, Whitmore",6,2020-02-16 19:53:34.500404
19:47:34,U1,Queen's Avenue,19,2020-02-16 20:06:34.506229
19:47:34,4,"Broadmead, Union St",22,2020-02-16 20:09:34.506279
19:47:34,2,"Stockwood, The Coot",24,2020-02-16 20:11:34.506326
19:47:34,1,"Broomhill, Whitmore",35,2020-02-16 20:22:34.506371
19:47:34,U1,Queen's Avenue,49,2020-02-16 20:36:34.509249
19:47:34,2,"Stockwood, The Coot",53,2020-02-16 20:40:34.509289
19:47:34,3,"Broadmead, Union St",57,2020-02-16 20:44:34.509326
19:47:34,1,"Broomhill, Whitmore",63,2020-02-16 20:50:34.509364
19:47:34,U1,Queen's Avenue,79,2020-02-16 21:06:34.637068

19:47:58,1,"Broomhill, Whitmore",5,2020-02-16 19:52:58.040683
19:47:58,U1,Queen's Avenue,19,2020-02-16 20:06:58.047462
19:47:58,4,"Broadmead, Union St",22,2020-02-16 20:09:58.047510
19:47:58,2,"Stockwood, The Coot",23,2020-02-16 20:10:58.047554
19:47:58,1,"Broomhill, Whitmore",35,2020-02-16 20:22:58.047595
19:47:58,U1,Queen's Avenue,49,2020-02-16 20:36:58.052676
19:47:58,2,"Stockwood, The Coot",53,2020-02-16 20:40:58.052762
19:47:58,3,"Broadmead, Union St",57,2020-02-16 20:44:58.061633
19:47:58,1,"Broomhill, Whitmore",63,2020-02-16 20:50:58.061681
19:47:58,U1,Queen's Avenue,79,2020-02-16 21:06:58.065086

19:48:26,1,"Broomhill, Whitmore",5,2020-02-16 19:53:26.609759
19:48:26,U1,Queen's Avenue,18,2020-02-16 20:06:26.611913
19:48:26,4,"Broadmead, Union St",21,2020-02-16 20:09:26.611968
19:48:26,2,"Stockwood, The Coot",23,2020-02-16 20:11:26.612019
19:48:26,1,"Broomhill, Whitmore",34,2020-02-16 20:22:26.612066
19:48:26,U1,Queen's Avenue,48,2020-02-16 20:36:26.613961
19:48:26,2,"Stockwood, The Coot",52,2020-02-16 20:40:26.614003
19:48:26,3,"Broadmead, Union St",56,2020-02-16 20:44:26.614044
19:48:26,1,"Broomhill, Whitmore",62,2020-02-16 20:50:26.614083
19:48:26,U1,Queen's Avenue,78,2020-02-16 21:06:26.615764

19:48:34,1,"Broomhill, Whitmore",5,2020-02-16 19:53:34.797186
19:48:34,U1,Queen's Avenue,18,2020-02-16 20:06:34.799313
